id,address,brokers,city,country,county,countyFIPS,dateAdded,dateUpdated,descriptions,domains,features,floorSizeValue,floorSizeUnit,geoLocation,imageURLs,keys,latitude,legalDescription,longitude,lotSizeValue,lotSizeUnit,mostRecentBrokerAgent,mostRecentBrokerCompany,mostRecentBrokerDateSeen,mostRecentPriceAmount.1,mostRecentPriceDomain.1,mostRecentPricePerSquareFoot,mostRecentPriceDate.1,mostRecentPriceFirstDateSeen.1,mostRecentStatus,mostRecentStatusDate,mostRecentStatusFirstDateSeen,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,parking,people,postalCode,prices,propertyType,province,subdivision,sourceURLs,statuses,transactions,yearBuilt
interest,may,seven,ever,add,visit,272.01,2022-11-04,2022-10-11,shoulder,trade,popular,5853.2,7165.26,reason,difference,everyone,-84.677549,low,85.802676,2156.31,969.47,cell,recent,2023-09-30,492520.68,538554.24,906491.89,2021-09-20,2023-09-16,agent,2023-08-13,2024-03-24,6,realize,4,6,8,idea,since,full,123338.07,surface,defense,throughout,hotel,commercial,toward,1955
approach,cut,new,adult,family,face,16.5,2024-03-21,2021-03-11,hope,usually,Congress,3374.3,2893.95,summer,way,prevent,-77.561702,administration,-160.5202,9080.67,1852.91,wish,modern,2024-02-24,962505.52,908601.57,308135.57,2022-10-24,2023-05-17,model,2024-01-18,2022-05-23,4,purpose,7,4,1,mind,tend,happy,356234.61,cultural,statement,improve,make,too,believe,1951
yourself,crime,light,all,listen,operation,935.97,2022-09-11,2021-09-14,behind,field,seven,854.19,5920.17,financial,hospital,realize,-4.194501,yourself,-81.868085,7426.31,1980.4,forget,difficult,2022-03-06,477795.52,463296.71,53881.29,2023-08-03,2023-11-27,yard,2022-08-19,2024-03-08,3,song,9,9,3,each,eye,poor,741545.5,other,compare,rich,seem,control,minute,1915
however,into,such,by,try,remain,759.57,2023-09-15,2020-09-09,voice,forget,recent,8116.66,923.62,address,Mrs,go,-73.917612,dog,-128.866157,3673.9,3278.72,world,note,2023-11-17,116423.98,399376.09,421553.46,2025-04-29,2024-04-17,drive,2023-12-30,2022-07-12,7,scientist,10,8,1,word,allow,simply,115294.83,magazine,discussion,expect,party,western,carry,1984
threat,news,PM,do,tough,purpose,437.67,2020-10-14,2021-11-29,image,under,cell,5960.57,9528.94,light,figure,the,-65.905329,politics,28.197624,139.99,2459.09,leave,every,2021-12-27,259298.27,452801.72,862272.92,2023-04-25,2021-04-05,dog,2021-04-15,2020-08-24,5,attention,3,6,9,industry,catch,fall,215173.2,address,factor,for,share,research,our,1922
yes,happen,stage,stop,tax,young,148.89,2025-04-29,2020-08-28,so,talk,newspaper,1749.81,4925.77,least,upon,nature,40.913451,because,-44.177355,5498.72,5104.91,because,town,2022-07-17,498410.22,606536.84,532557.89,2023-06-21,2020-09-19,Mrs,2022-04-17,2024-02-27,4,always,8,7,7,speak,send,game,844603.89,site,detail,executive,draw,name,look,1959
as,focus,leg,those,cup,pressure,770.69,2023-05-18,2023-07-01,art,level,fast,5151.86,6847.51,to,share,they,61.494437,event,2.119634,1150.76,4417.36,light,enter,2020-11-14,15307.2,949982.56,890946.35,2022-06-04,2022-04-15,color,2020-12-06,2021-07-30,2,choose,9,8,7,small,wall,simple,135898.29,perhaps,grow,population,move,hotel,particularly,2006
what,thought,civil,pick,scene,stage,517.63,2021-03-01,2024-11-19,know,indicate,opportunity,5331.91,158.88,enter,such,stock,-79.220197,thus,157.111549,9467.63,1598.43,purpose,art,2020-11-05,409494.59,657292.78,155693.62,2022-12-08,2021-01-05,design,2022-04-02,2020-11-26,7,technology,3,9,1,television,various,night,421825.52,time,deep,after,husband,I,purpose,2008
two,quickly,remain,billion,near,popular,756.12,2024-08-10,2021-03-22,away,line,hour,3488.72,1989.12,picture,most,source,-82.344406,always,-158.800784,4066.14,9431.91,front,director,2024-10-09,67113.7,556267.64,594164.91,2024-01-17,2023-02-23,can,2022-03-18,2022-09-23,6,rather,4,10,2,I,become,quickly,18128.07,collection,national,natural,place,great,trouble,2004
avoid,you,base,skill,dog,pretty,99.96,2022-06-01,2021-10-06,your,officer,major,5507.31,9087.26,reason,idea,foot,63.911852,again,-138.910667,1279.94,1668.17,however,skin,2022-12-17,919789.72,223168.41,973674.81,2024-02-08,2023-10-29,size,2023-01-17,2025-02-08,3,father,4,7,4,new,meeting,table,868166.67,produce,team,provide,event,story,college,1935
fire,easy,contain,this,general,chance,333.49,2022-11-06,2021-09-09,quite,avoid,last,5272.49,1875.81,specific,sing,miss,29.001986,born,159.247176,5632.11,669.92,particular,produce,2023-02-17,786541.52,27165.82,422324.92,2022-09-19,2021-03-25,institution,2024-06-30,2024-06-08,9,couple,2,1,6,possible,white,art,442349.97,look,tax,traditional,power,stage,blood,1974
kind,wish,subject,include,their,shake,841.84,2023-07-21,2023-12-12,bank,police,data,3046.71,56.63,leader,speak,trip,-16.026699,firm,28.585466,424.19,2381.34,key,issue,2021-07-17,187411.31,574693.02,227326.5,2025-05-06,2023-02-14,early,2025-02-03,2020-08-06,6,even,6,10,4,case,picture,trip,966181.02,never,star,president,here,increase,perhaps,1980
agent,dream,no,television,care,where,117.08,2022-09-28,2021-08-09,any,lay,hot,4526.82,4061.96,explain,lay,morning,84.242405,final,78.349847,533.4,7681.38,some,and,2024-06-09,936730.77,511307.75,213584.55,2025-07-20,2023-06-07,probably,2020-10-18,2022-01-27,6,leader,4,8,1,ground,what,person,463494.39,candidate,write,imagine,approach,if,full,1923
believe,experience,increase,this,place,world,151.59,2023-02-14,2023-02-26,play,dark,through,6781.93,2665.36,chance,really,level,23.628489,majority,174.587571,5180.59,8945.77,air,behind,2024-06-22,586278.32,620493.57,552140.0,2022-05-21,2022-10-09,near,2021-10-04,2023-12-27,6,trade,3,1,2,perhaps,there,ten,792896.66,let,sing,certainly,image,claim,usually,2011
other,successful,class,shoulder,of,citizen,477.6,2022-07-24,2022-07-22,rich,it,about,7980.55,8584.85,identify,at,change,-24.439605,very,-88.522669,7342.78,7006.36,support,set,2022-10-22,345819.45,418287.02,129876.71,2024-02-06,2021-02-09,soldier,2023-05-01,2024-05-05,9,parent,6,4,8,single,cost,high,604255.9,across,word,friend,appear,clear,tree,1993
month,bag,later,threat,book,mind,730.07,2022-01-19,2021-07-29,admit,technology,care,3349.8,4793.82,sport,business,cold,82.657411,idea,-160.127737,438.77,1332.82,everybody,available,2021-07-05,801136.83,122848.56,918934.28,2025-04-15,2024-01-03,more,2022-04-21,2025-02-23,1,before,7,7,9,future,national,political,927665.5,voice,common,order,a,stock,great,1913
national,ask,one,story,join,fear,20.01,2021-01-24,2021-06-20,military,western,type,1356.68,8641.01,term,change,figure,-29.183641,study,101.771083,319.58,7837.97,party,employee,2023-12-05,284222.56,984943.18,331161.79,2025-01-19,2022-11-16,memory,2021-02-06,2021-12-09,4,cause,7,10,4,ever,entire,home,703551.41,image,tough,enter,page,ago,Congress,1906
discover,get,type,throw,general,both,282.3,2023-10-11,2022-04-25,various,letter,election,4781.24,1440.58,with,allow,year,37.278348,bring,89.763688,2904.7,1327.9,produce,vote,2022-07-03,43269.19,891797.36,504265.38,2022-11-19,2021-07-03,participant,2021-12-31,2024-02-01,5,affect,2,6,7,respond,find,travel,216024.65,act,practice,fill,produce,someone,sound,1901
range,campaign,fire,wrong,produce,wind,677.78,2020-12-14,2023-03-13,draw,guy,voice,3176.64,4248.34,care,thought,time,-85.519032,report,-71.073701,6371.03,3699.57,power,center,2023-01-13,394912.23,57783.13,929213.91,2023-04-30,2021-07-02,three,2024-02-10,2021-06-22,4,at,10,9,1,hand,above,similar,297093.41,effort,sometimes,green,week,budget,possible,1985
ground,democratic,smile,before,debate,mouth,731.78,2021-07-22,2022-12-13,not,them,rich,8117.05,8446.85,choose,maintain,despite,-45.091262,main,-75.481304,3367.26,9937.4,good,away,2022-09-08,208511.59,714748.37,195146.38,2021-01-21,2025-03-01,may,2021-12-15,2021-11-11,8,report,6,6,3,quite,weight,organization,669321.36,apply,born,little,crime,for,exactly,2009
authority,should,drive,lot,last,easy,181.12,2024-11-17,2024-07-08,detail,account,image,2621.68,9645.77,whom,grow,scientist,59.250567,full,90.144218,4156.32,4043.39,sea,control,2023-08-31,255720.96,942954.31,759205.38,2025-07-14,2020-09-22,most,2020-09-05,2024-12-25,7,stay,8,1,2,along,difference,half,702720.24,answer,indicate,concern,analysis,this,long,1917
foot,generation,situation,attention,federal,affect,791.21,2022-12-05,2022-01-13,program,time,keep,102.48,4328.71,plan,building,peace,45.575303,room,93.44433,1026.01,8799.81,should,up,2023-06-06,321475.22,215867.18,338229.36,2022-03-02,2024-05-09,business,2025-06-28,2021-10-23,2,tax,7,1,6,like,high,improve,690192.33,view,save,knowledge,security,music,necessary,1916
control,enter,result,low,exactly,range,963.89,2021-04-15,2024-02-14,send,see,mission,6404.05,8867.43,him,animal,grow,28.060118,edge,-86.096524,1775.48,892.97,off,response,2022-07-24,660435.46,619196.83,749118.11,2022-03-05,2022-01-26,wide,2022-11-08,2023-10-25,8,system,6,9,10,likely,around,body,33660.12,similar,approach,Congress,build,arrive,so,1972
term,return,care,shoulder,know,along,284.84,2024-07-04,2024-01-02,example,all,well,2196.13,4606.44,realize,approach,listen,-9.058878,challenge,147.394941,7212.95,8469.69,work,themselves,2021-04-30,483018.13,143371.07,391823.31,2024-06-12,2024-02-12,respond,2024-04-08,2025-02-19,6,material,6,10,5,wind,thought,leader,534786.36,leader,much,early,cell,woman,image,1907
family,into,concern,civil,glass,end,990.11,2020-11-08,2024-02-25,she,believe,wall,2905.82,4450.61,house,natural,goal,80.410433,involve,-31.023098,6108.31,8397.18,ready,onto,2024-10-01,305011.78,23739.81,691511.45,2024-06-03,2020-10-29,seek,2023-01-13,2021-03-18,4,spring,10,1,3,before,me,significant,658782.25,see,technology,treat,drug,baby,medical,1907
late,only,sister,word,ago,letter,202.05,2025-03-17,2023-03-16,development,two,enjoy,1880.08,5775.04,our,environmental,make,17.948237,discuss,89.7223,7351.96,615.45,exactly,hospital,2020-10-13,731466.35,963846.3,76305.5,2025-07-15,2025-02-23,brother,2021-12-11,2022-07-28,2,fast,6,4,1,authority,bank,cover,188262.47,grow,structure,prepare,affect,too,store,1940
practice,young,specific,bed,matter,it,167.25,2024-01-28,2023-04-04,wife,travel,couple,5663.7,5060.53,travel,cut,big,69.123178,well,-15.975188,816.93,5449.67,table,age,2023-12-28,263829.25,907488.04,25933.76,2023-05-15,2020-10-31,age,2022-02-07,2023-12-20,10,hospital,5,10,8,peace,make,person,891827.56,deal,whatever,check,view,maybe,point,2012
main,case,approach,generation,interesting,show,246.31,2024-04-27,2024-06-13,gas,card,though,6691.04,5573.29,character,reason,truth,34.853269,management,-19.837332,6900.25,8955.73,senior,off,2023-11-02,669144.66,502130.13,545167.52,2023-04-07,2025-01-02,test,2024-03-24,2022-08-07,6,site,1,5,9,ten,building,three,69048.28,goal,job,discuss,analysis,right,record,2021
partner,majority,teach,yeah,finish,threat,196.19,2021-05-07,2025-06-15,hundred,own,age,115.27,1430.11,it,can,development,28.657722,material,-51.176754,6713.25,5392.73,mission,girl,2024-07-03,804709.57,162571.91,759101.42,2023-11-22,2023-11-17,task,2024-06-11,2021-01-12,2,section,5,9,2,minute,everything,single,983549.23,member,reveal,improve,create,while,federal,1922
plant,response,wear,education,maybe,check,464.57,2023-01-18,2023-02-23,marriage,finish,particular,9614.7,7163.12,happy,major,community,60.793897,water,115.466028,282.96,1139.04,point,young,2025-06-07,881616.95,311887.25,718022.09,2022-12-27,2024-11-01,will,2023-10-03,2021-08-19,8,glass,3,7,6,full,century,month,911360.76,billion,agree,data,sometimes,information,ahead,2023
various,traditional,part,plant,politics,lawyer,680.41,2024-03-08,2025-01-12,impact,get,always,1466.62,8583.89,charge,coach,of,52.204781,partner,105.827584,8649.03,5925.78,like,create,2022-08-24,849178.76,132997.75,398497.69,2021-01-31,2022-10-29,pattern,2024-10-30,2021-06-16,5,together,7,5,2,away,take,interesting,800444.82,probably,effect,music,foreign,population,lawyer,1999
different,story,toward,management,suddenly,my,532.73,2022-02-20,2023-03-05,attention,yet,system,2231.5,175.45,subject,you,toward,-18.822299,where,-80.253899,2286.58,91.79,million,form,2025-06-11,688572.6,702521.84,884823.72,2023-01-14,2025-07-21,charge,2024-02-14,2020-08-06,8,theory,4,8,1,word,election,direction,312999.45,employee,pick,between,man,chair,off,1918
service,energy,different,structure,under,weight,974.95,2023-08-01,2025-06-03,than,between,last,1556.56,7177.5,later,money,happen,-25.883829,people,-76.345026,7763.51,3164.25,article,final,2022-12-03,420866.43,32249.19,993129.07,2023-10-02,2023-05-07,baby,2021-06-07,2021-04-03,5,become,3,6,6,population,top,age,207968.37,recent,military,join,attack,carry,bit,1982
less,production,nice,beyond,too,whose,130.46,2024-05-01,2021-05-05,agree,among,up,4177.83,2232.8,animal,contain,situation,63.350021,begin,-7.105135,8813.56,5910.23,drug,national,2022-02-13,459979.83,156465.6,499853.95,2023-04-21,2024-06-17,be,2024-10-23,2024-04-18,10,need,1,5,2,contain,north,center,950975.8,important,billion,nice,air,decade,animal,1934
rate,might,course,contain,alone,second,712.83,2024-12-11,2023-01-13,myself,relate,ahead,785.09,8606.52,government,bad,standard,20.691004,than,-128.867738,848.42,1402.36,wall,international,2023-07-05,75955.73,343816.57,216135.26,2024-05-12,2022-10-11,necessary,2020-10-23,2021-05-09,8,best,10,6,10,customer,box,hope,434537.78,human,economic,employee,north,edge,us,1939
house,turn,name,total,like,four,225.9,2023-02-28,2020-09-27,bill,friend,lot,378.11,4269.53,travel,star,never,63.442982,environmental,105.607299,2112.86,4378.76,next,power,2024-07-18,231671.37,44690.63,296506.72,2024-10-21,2024-03-11,kid,2023-10-15,2020-10-07,3,tax,10,8,7,talk,Democrat,eye,117178.04,main,especially,raise,responsibility,brother,himself,1977
worry,there,Congress,example,opportunity,perform,412.18,2024-04-17,2021-11-10,also,reality,successful,4556.66,4426.13,child,kid,I,57.43078,each,1.921371,3245.23,6243.24,national,cold,2022-09-28,968386.89,34404.72,488141.52,2021-05-21,2025-02-28,part,2021-07-10,2022-07-03,2,environmental,10,6,8,capital,land,arrive,95431.16,science,condition,put,rule,culture,rule,1966
government,his,deal,speech,society,result,500.66,2025-01-23,2025-07-06,many,wait,me,4222.05,4436.1,shake,local,chance,-35.208388,type,-177.381397,8865.46,2787.85,explain,six,2023-06-05,59216.36,728936.1,261952.82,2022-04-12,2021-03-05,politics,2020-09-06,2021-08-14,2,and,2,10,3,maybe,environmental,argue,804399.78,some,field,so,this,available,clearly,1985
occur,receive,yourself,degree,now,follow,718.12,2024-06-13,2020-11-14,hour,glass,exist,5256.12,9476.04,another,marriage,senior,-6.899538,actually,43.203915,1565.88,206.36,fight,see,2021-11-27,530568.09,112708.74,981660.17,2020-10-10,2024-03-25,southern,2023-01-01,2021-03-24,10,specific,1,3,2,early,million,sport,446074.13,prepare,agreement,relationship,simply,industry,affect,2006
ball,machine,recently,south,leader,deal,497.57,2020-07-27,2021-12-04,court,describe,former,8978.8,7329.92,reason,blood,scientist,-66.860166,admit,129.643629,7649.78,2737.49,where,police,2023-06-26,696600.46,213293.65,590247.88,2023-07-15,2023-03-19,performance,2023-11-24,2022-08-30,4,real,4,7,7,today,prove,use,985037.24,adult,matter,everyone,couple,red,simply,1960
word,shake,experience,see,course,human,64.26,2021-09-04,2022-07-14,cup,value,nation,891.21,3395.74,begin,office,military,81.062289,already,66.876932,5502.49,1724.1,in,occur,2021-04-23,681081.73,664551.74,954660.07,2022-02-06,2023-05-06,situation,2023-01-06,2025-04-30,5,dinner,9,10,10,career,up,year,647972.71,reach,money,couple,again,weight,PM,2009
field,nature,employee,open,fine,type,12.93,2022-08-01,2021-09-08,community,way,education,4546.75,9331.05,as,focus,study,-0.819763,talk,-160.560669,7846.25,8902.79,south,ok,2023-05-04,846018.58,202508.98,96629.97,2020-09-13,2021-04-03,north,2022-09-23,2024-09-12,6,theory,4,9,2,spend,try,thus,242271.75,fine,perhaps,record,organization,model,person,1910
different,out,difficult,here,time,claim,474.66,2021-06-08,2022-08-25,really,suddenly,reality,9484.26,7650.21,eye,out,these,45.038677,prevent,-33.788271,3980.81,290.34,interest,list,2025-04-26,575239.42,139315.55,444634.92,2021-04-19,2025-05-26,might,2022-12-21,2022-04-04,4,charge,4,1,1,any,letter,write,119614.23,step,dark,operation,large,wife,debate,1968
class,school,ok,light,short,return,484.82,2024-08-10,2022-03-12,will,major,across,3617.22,3676.65,off,build,officer,77.51093,suggest,-165.194007,6005.15,489.12,nation,almost,2022-05-09,276112.26,377016.1,374004.68,2021-03-20,2021-07-15,concern,2025-05-20,2022-08-19,1,shoulder,10,9,5,while,tonight,around,24183.03,first,carry,return,time,indeed,early,1941
major,art,the,claim,or,exist,54.93,2024-04-02,2025-06-11,course,fast,note,7342.67,2516.96,eight,month,Mrs,49.193939,challenge,89.196154,6263.19,4901.88,financial,character,2025-05-20,539467.22,331589.73,437928.99,2020-12-17,2022-08-21,grow,2021-03-14,2022-07-08,2,late,3,6,6,bed,those,seven,329111.73,huge,dinner,station,upon,window,nice,1913
mention,standard,assume,career,attack,southern,421.92,2025-01-27,2021-04-14,character,increase,build,1954.99,9473.42,reflect,far,clear,-38.177165,inside,153.77568,2056.98,8043.13,class,report,2024-11-07,290739.19,789092.08,919791.78,2022-09-30,2022-08-01,save,2022-06-06,2023-09-19,10,stand,5,1,6,she,sing,know,801566.95,with,rather,even,fact,year,always,1911
must,ready,force,home,capital,say,345.08,2023-08-02,2024-01-09,staff,human,treat,3996.5,6584.6,hand,section,do,-56.740881,grow,101.383391,2120.87,5046.76,recently,relationship,2021-11-06,955609.77,395357.35,799654.68,2024-12-17,2021-05-07,fish,2022-03-16,2022-12-25,7,finally,3,6,8,debate,ability,entire,154422.43,run,much,certainly,nor,sing,space,1974
back,bit,perhaps,since,animal,family,327.77,2021-11-11,2020-09-12,race,share,fly,9983.64,5993.02,together,firm,director,-58.436336,any,137.054762,9240.25,1579.6,south,scene,2021-07-31,385627.37,980357.49,549614.85,2021-08-18,2023-10-12,society,2023-07-26,2024-03-06,1,top,2,4,2,within,even,many,162376.44,write,sound,must,scene,commercial,human,2016
phone,machine,road,feeling,number,rate,399.13,2023-08-20,2021-08-08,eye,start,adult,7154.4,1626.89,class,side,keep,-74.79394,themselves,167.606987,9840.09,1055.1,kind,well,2022-06-26,582026.69,809677.22,628483.49,2024-03-19,2023-05-24,note,2021-03-09,2023-03-15,5,maintain,1,7,7,describe,money,fast,407798.03,campaign,father,common,quickly,various,idea,2023
main,response,pay,within,enter,possible,880.45,2024-07-17,2021-04-26,society,particular,interesting,5796.74,9228.94,also,fear,occur,-54.461828,a,41.3513,1263.63,815.67,white,conference,2023-01-24,489439.0,909321.15,67829.23,2023-04-07,2023-05-26,night,2024-06-13,2025-06-16,10,successful,1,8,8,measure,without,require,382147.87,total,quality,represent,deep,tell,education,1984
until,training,special,clearly,TV,see,503.21,2020-08-13,2022-07-13,home,job,throughout,4282.74,3858.07,physical,thought,chair,-52.078921,least,-15.466438,8502.86,86.64,leg,building,2021-04-05,317606.76,585268.07,121166.5,2023-06-17,2022-04-28,foot,2021-08-02,2021-11-08,9,yes,6,9,4,leave,method,available,345821.55,hotel,than,hotel,case,can,view,1931
radio,girl,most,dinner,play,drug,389.99,2021-05-13,2023-06-10,task,full,management,6559.94,6043.35,positive,follow,once,-10.871465,agreement,-164.360602,8260.65,6135.32,apply,happen,2021-02-07,661866.53,887732.04,129150.82,2024-10-09,2025-04-24,them,2022-09-23,2021-07-28,1,break,8,3,3,amount,myself,discuss,846683.88,everybody,road,per,bar,summer,poor,1937
