identifier_Id,lot_lotnum,lot_lotsize1,lot_lotsize2,lot_pooltype,area_blockNum,area_subdname,area_taxcodearea,address_line1,address_locality,address_postal2,address_postal3,location_accuracy,location_geoIdV4_CO,summary_proptype,summary_propertyType,summary_yearbuilt,summary_propIndicator,utilities_coolingtype,utilities_heatingtype,building_size_bldgsize,building_size_grosssize,building_size_grosssizeadjusted,building_size_livingsize,building_size_sizeInd,building_size_universalsize,building_rooms_bathsfull,building_rooms_bathstotal,building_interior_bsmtsize,building_interior_bsmttype,building_interior_fplcind,building_interior_fplctype,building_construction_constructiontype,building_construction_roofcover,building_construction_roofShape,building_construction_wallType,building_parking_garagetype,building_parking_prkgSize,building_parking_prkgSpaces,building_parking_prkgType,building_summary_archStyle,building_summary_bldgType,building_summary_imprType,building_summary_levels,building_summary_quality,building_summary_storyDesc,building_summary_viewCode,sale_amount_saletranstype,sale_amount_saleamt,sale_calculation_pricepersizeunit
282,2,0.15,7100,POOL,1,Subdivision 1,TX2,1281 Main St,City1,ZIP2-81,ZIP3-31,ROOFTOP,CO281,Condo,Residential,2006,Y,,Electric,1562,1762,1662,1512,Actual,1612,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,281,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,381000,111
283,3,0.2,7200,NO POOL,2,Subdivision 2,TX0,1282 Main St,City2,ZIP2-82,ZIP3-32,ROOFTOP,CO282,Single Family,Residential,2007,Y,Central,Gas,1564,1764,1664,1514,Actual,1614,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,282,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,382000,112
284,4,0.25,7300,POOL,3,Subdivision 3,TX1,1283 Main St,City3,ZIP2-83,ZIP3-33,ROOFTOP,CO283,Condo,Residential,2008,Y,,Electric,1566,1766,1666,1516,Actual,1616,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,283,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,383000,113
285,5,0.3,7400,NO POOL,4,Subdivision 4,TX2,1284 Main St,City4,ZIP2-84,ZIP3-34,ROOFTOP,CO284,Single Family,Residential,2009,Y,Central,Electric,1568,1768,1668,1518,Actual,1618,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,284,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,384000,114
286,6,0.35,7500,POOL,5,Subdivision 0,TX0,1285 Main St,City5,ZIP2-85,ZIP3-35,ROOFTOP,CO285,Condo,Residential,2010,Y,,Gas,1570,1770,1670,1520,Actual,1620,2,3.0,500,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,285,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,385000,115
287,7,0.4,7600,NO POOL,6,Subdivision 1,TX1,1286 Main St,City6,ZIP2-86,ZIP3-36,ROOFTOP,CO286,Single Family,Residential,2011,Y,Central,Electric,1572,1772,1672,1522,Actual,1622,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,286,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,386000,116
288,8,0.45,7700,POOL,7,Subdivision 2,TX2,1287 Main St,City7,ZIP2-87,ZIP3-37,ROOFTOP,CO287,Condo,Residential,2012,Y,,Electric,1574,1774,1674,1524,Actual,1624,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,287,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,387000,117
289,9,0.5,7800,NO POOL,8,Subdivision 3,TX0,1288 Main St,City8,ZIP2-88,ZIP3-38,ROOFTOP,CO288,Single Family,Residential,2013,Y,Central,Gas,1576,1776,1676,1526,Actual,1626,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,288,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,388000,118
290,10,0.55,7900,POOL,9,Subdivision 4,TX1,1289 Main St,City9,ZIP2-89,ZIP3-39,ROOFTOP,CO289,Condo,Residential,2014,Y,,Electric,1578,1778,1678,1528,Actual,1628,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,289,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,389000,119
291,11,0.1,8000,NO POOL,0,Subdivision 0,TX2,1290 Main St,City0,ZIP2-90,ZIP3-40,ROOFTOP,CO290,Single Family,Residential,2015,N,Central,Electric,1580,1780,1680,1530,Actual,1630,4,2.5,500,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,290,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,390000,120
292,12,0.15,8100,POOL,1,Subdivision 1,TX0,1291 Main St,City1,ZIP2-91,ZIP3-41,ROOFTOP,CO291,Condo,Residential,2016,Y,,Gas,1582,1782,1682,1532,Actual,1632,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,291,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,391000,121
293,13,0.2,8200,NO POOL,2,Subdivision 2,TX1,1292 Main St,City2,ZIP2-92,ZIP3-42,ROOFTOP,CO292,Single Family,Residential,2017,Y,Central,Electric,1584,1784,1684,1534,Actual,1634,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,292,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,392000,122
294,14,0.25,8300,POOL,3,Subdivision 3,TX2,1293 Main St,City3,ZIP2-93,ZIP3-43,ROOFTOP,CO293,Condo,Residential,2018,Y,,Electric,1586,1786,1686,1536,Actual,1636,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,293,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,393000,123
295,15,0.3,8400,NO POOL,4,Subdivision 4,TX0,1294 Main St,City4,ZIP2-94,ZIP3-44,ROOFTOP,CO294,Single Family,Residential,2019,Y,Central,Gas,1588,1788,1688,1538,Actual,1638,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,294,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,394000,124
296,16,0.35,8500,POOL,5,Subdivision 0,TX1,1295 Main St,City5,ZIP2-95,ZIP3-45,ROOFTOP,CO295,Condo,Residential,2020,Y,,Electric,1590,1790,1690,1540,Actual,1640,3,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,295,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,395000,125
297,17,0.4,8600,NO POOL,6,Subdivision 1,TX2,1296 Main St,City6,ZIP2-96,ZIP3-46,ROOFTOP,CO296,Single Family,Residential,2021,Y,Central,Electric,1592,1792,1692,1542,Actual,1642,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,296,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,396000,126
298,18,0.45,8700,POOL,7,Subdivision 2,TX0,1297 Main St,City7,ZIP2-97,ZIP3-47,ROOFTOP,CO297,Condo,Residential,2022,Y,,Gas,1594,1794,1694,1544,Actual,1644,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,297,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,397000,127
299,19,0.5,8800,NO POOL,8,Subdivision 3,TX1,1298 Main St,City8,ZIP2-98,ZIP3-48,ROOFTOP,CO298,Single Family,Residential,2023,Y,Central,Electric,1596,1796,1696,1546,Actual,1646,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,298,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,398000,128
300,20,0.55,8900,POOL,9,Subdivision 4,TX2,1299 Main St,City9,ZIP2-99,ZIP3-49,ROOFTOP,CO299,Condo,Residential,2024,Y,,Electric,1598,1798,1698,1548,Actual,1648,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,299,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,399000,129
301,1,0.1,4000,NO POOL,0,Subdivision 0,TX0,1300 Main St,City0,ZIP2-0,ZIP3-0,ROOFTOP,CO300,Single Family,Residential,1950,N,Central,Gas,1600,1800,1700,1550,Actual,1650,2,2.5,0,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,200,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,400000,100
302,2,0.15,4100,POOL,1,Subdivision 1,TX1,1301 Main St,City1,ZIP2-1,ZIP3-1,ROOFTOP,CO301,Condo,Residential,1951,Y,,Electric,1602,1802,1702,1552,Actual,1652,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,201,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,401000,101
303,3,0.2,4200,NO POOL,2,Subdivision 2,TX2,1302 Main St,City2,ZIP2-2,ZIP3-2,ROOFTOP,CO302,Single Family,Residential,1952,Y,Central,Electric,1604,1804,1704,1554,Actual,1654,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,202,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,402000,102
304,4,0.25,4300,POOL,3,Subdivision 3,TX0,1303 Main St,City3,ZIP2-3,ZIP3-3,ROOFTOP,CO303,Condo,Residential,1953,Y,,Gas,1606,1806,1706,1556,Actual,1656,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,203,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,403000,103
305,5,0.3,4400,NO POOL,4,Subdivision 4,TX1,1304 Main St,City4,ZIP2-4,ZIP3-4,ROOFTOP,CO304,Single Family,Residential,1954,Y,Central,Electric,1608,1808,1708,1558,Actual,1658,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,204,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,404000,104
306,6,0.35,4500,POOL,5,Subdivision 0,TX2,1305 Main St,City5,ZIP2-5,ZIP3-5,ROOFTOP,CO305,Condo,Residential,1955,Y,,Electric,1610,1810,1710,1560,Actual,1660,4,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,205,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,405000,105
307,7,0.4,4600,NO POOL,6,Subdivision 1,TX0,1306 Main St,City6,ZIP2-6,ZIP3-6,ROOFTOP,CO306,Single Family,Residential,1956,Y,Central,Gas,1612,1812,1712,1562,Actual,1662,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,206,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,406000,106
308,8,0.45,4700,POOL,7,Subdivision 2,TX1,1307 Main St,City7,ZIP2-7,ZIP3-7,ROOFTOP,CO307,Condo,Residential,1957,Y,,Electric,1614,1814,1714,1564,Actual,1664,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,207,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,407000,107
309,9,0.5,4800,NO POOL,8,Subdivision 3,TX2,1308 Main St,City8,ZIP2-8,ZIP3-8,ROOFTOP,CO308,Single Family,Residential,1958,Y,Central,Electric,1616,1816,1716,1566,Actual,1666,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,208,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,408000,108
310,10,0.55,4900,POOL,9,Subdivision 4,TX0,1309 Main St,City9,ZIP2-9,ZIP3-9,ROOFTOP,CO309,Condo,Residential,1959,Y,,Gas,1618,1818,1718,1568,Actual,1668,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,209,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,409000,109
311,11,0.1,5000,NO POOL,0,Subdivision 0,TX1,1310 Main St,City0,ZIP2-10,ZIP3-10,ROOFTOP,CO310,Single Family,Residential,1960,N,Central,Electric,1620,1820,1720,1570,Actual,1670,3,2.5,500,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,210,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,410000,110
312,12,0.15,5100,POOL,1,Subdivision 1,TX2,1311 Main St,City1,ZIP2-11,ZIP3-11,ROOFTOP,CO311,Condo,Residential,1961,Y,,Electric,1622,1822,1722,1572,Actual,1672,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,211,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,411000,111
313,13,0.2,5200,NO POOL,2,Subdivision 2,TX0,1312 Main St,City2,ZIP2-12,ZIP3-12,ROOFTOP,CO312,Single Family,Residential,1962,Y,Central,Gas,1624,1824,1724,1574,Actual,1674,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,212,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,412000,112
314,14,0.25,5300,POOL,3,Subdivision 3,TX1,1313 Main St,City3,ZIP2-13,ZIP3-13,ROOFTOP,CO313,Condo,Residential,1963,Y,,Electric,1626,1826,1726,1576,Actual,1676,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,213,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,413000,113
315,15,0.3,5400,NO POOL,4,Subdivision 4,TX2,1314 Main St,City4,ZIP2-14,ZIP3-14,ROOFTOP,CO314,Single Family,Residential,1964,Y,Central,Electric,1628,1828,1728,1578,Actual,1678,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,214,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,414000,114
316,16,0.35,5500,POOL,5,Subdivision 0,TX0,1315 Main St,City5,ZIP2-15,ZIP3-15,ROOFTOP,CO315,Condo,Residential,1965,Y,,Gas,1630,1830,1730,1580,Actual,1680,2,3.0,500,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,215,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,415000,115
317,17,0.4,5600,NO POOL,6,Subdivision 1,TX1,1316 Main St,City6,ZIP2-16,ZIP3-16,ROOFTOP,CO316,Single Family,Residential,1966,Y,Central,Electric,1632,1832,1732,1582,Actual,1682,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,216,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,416000,116
318,18,0.45,5700,POOL,7,Subdivision 2,TX2,1317 Main St,City7,ZIP2-17,ZIP3-17,ROOFTOP,CO317,Condo,Residential,1967,Y,,Electric,1634,1834,1734,1584,Actual,1684,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,217,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,417000,117
319,19,0.5,5800,NO POOL,8,Subdivision 3,TX0,1318 Main St,City8,ZIP2-18,ZIP3-18,ROOFTOP,CO318,Single Family,Residential,1968,Y,Central,Gas,1636,1836,1736,1586,Actual,1686,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,218,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,418000,118
320,20,0.55,5900,POOL,9,Subdivision 4,TX1,1319 Main St,City9,ZIP2-19,ZIP3-19,ROOFTOP,CO319,Condo,Residential,1969,Y,,Electric,1638,1838,1738,1588,Actual,1688,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,219,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,419000,119
321,1,0.1,6000,NO POOL,0,Subdivision 0,TX2,1320 Main St,City0,ZIP2-20,ZIP3-20,ROOFTOP,CO320,Single Family,Residential,1970,N,Central,Electric,1640,1840,1740,1590,Actual,1690,4,2.5,0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,220,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,420000,120
322,2,0.15,6100,POOL,1,Subdivision 1,TX0,1321 Main St,City1,ZIP2-21,ZIP3-21,ROOFTOP,CO321,Condo,Residential,1971,Y,,Gas,1642,1842,1742,1592,Actual,1692,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,221,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,421000,121
323,3,0.2,6200,NO POOL,2,Subdivision 2,TX1,1322 Main St,City2,ZIP2-22,ZIP3-22,ROOFTOP,CO322,Single Family,Residential,1972,Y,Central,Electric,1644,1844,1744,1594,Actual,1694,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,222,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,422000,122
324,4,0.25,6300,POOL,3,Subdivision 3,TX2,1323 Main St,City3,ZIP2-23,ZIP3-23,ROOFTOP,CO323,Condo,Residential,1973,Y,,Electric,1646,1846,1746,1596,Actual,1696,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,223,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,423000,123
325,5,0.3,6400,NO POOL,4,Subdivision 4,TX0,1324 Main St,City4,ZIP2-24,ZIP3-24,ROOFTOP,CO324,Single Family,Residential,1974,Y,Central,Gas,1648,1848,1748,1598,Actual,1698,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,224,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,424000,124
326,6,0.35,6500,POOL,5,Subdivision 0,TX1,1325 Main St,City5,ZIP2-25,ZIP3-25,ROOFTOP,CO325,Condo,Residential,1975,Y,,Electric,1650,1850,1750,1600,Actual,1700,3,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,225,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,425000,125
327,7,0.4,6600,NO POOL,6,Subdivision 1,TX2,1326 Main St,City6,ZIP2-26,ZIP3-26,ROOFTOP,CO326,Single Family,Residential,1976,Y,Central,Electric,1652,1852,1752,1602,Actual,1702,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,226,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,426000,126
328,8,0.45,6700,POOL,7,Subdivision 2,TX0,1327 Main St,City7,ZIP2-27,ZIP3-27,ROOFTOP,CO327,Condo,Residential,1977,Y,,Gas,1654,1854,1754,1604,Actual,1704,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,227,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,427000,127
329,9,0.5,6800,NO POOL,8,Subdivision 3,TX1,1328 Main St,City8,ZIP2-28,ZIP3-28,ROOFTOP,CO328,Single Family,Residential,1978,Y,Central,Electric,1656,1856,1756,1606,Actual,1706,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,228,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,428000,128
330,10,0.55,6900,POOL,9,Subdivision 4,TX2,1329 Main St,City9,ZIP2-29,ZIP3-29,ROOFTOP,CO329,Condo,Residential,1979,Y,,Electric,1658,1858,1758,1608,Actual,1708,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,229,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,429000,129
331,11,0.1,7000,NO POOL,0,Subdivision 0,TX0,1330 Main St,City0,ZIP2-30,ZIP3-30,ROOFTOP,CO330,Single Family,Residential,1980,N,Central,Gas,1660,1860,1760,1610,Actual,1710,2,2.5,500,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,230,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,430000,100
332,12,0.15,7100,POOL,1,Subdivision 1,TX1,1331 Main St,City1,ZIP2-31,ZIP3-31,ROOFTOP,CO331,Condo,Residential,1981,Y,,Electric,1662,1862,1762,1612,Actual,1712,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,231,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,431000,101
333,13,0.2,7200,NO POOL,2,Subdivision 2,TX2,1332 Main St,City2,ZIP2-32,ZIP3-32,ROOFTOP,CO332,Single Family,Residential,1982,Y,Central,Electric,1664,1864,1764,1614,Actual,1714,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,232,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,432000,102
334,14,0.25,7300,POOL,3,Subdivision 3,TX0,1333 Main St,City3,ZIP2-33,ZIP3-33,ROOFTOP,CO333,Condo,Residential,1983,Y,,Gas,1666,1866,1766,1616,Actual,1716,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,233,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,433000,103
335,15,0.3,7400,NO POOL,4,Subdivision 4,TX1,1334 Main St,City4,ZIP2-34,ZIP3-34,ROOFTOP,CO334,Single Family,Residential,1984,Y,Central,Electric,1668,1868,1768,1618,Actual,1718,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,234,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,434000,104
336,16,0.35,7500,POOL,5,Subdivision 0,TX2,1335 Main St,City5,ZIP2-35,ZIP3-35,ROOFTOP,CO335,Condo,Residential,1985,Y,,Electric,1670,1870,1770,1620,Actual,1720,4,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,235,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,435000,105
337,17,0.4,7600,NO POOL,6,Subdivision 1,TX0,1336 Main St,City6,ZIP2-36,ZIP3-36,ROOFTOP,CO336,Single Family,Residential,1986,Y,Central,Gas,1672,1872,1772,1622,Actual,1722,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,236,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,436000,106
338,18,0.45,7700,POOL,7,Subdivision 2,TX1,1337 Main St,City7,ZIP2-37,ZIP3-37,ROOFTOP,CO337,Condo,Residential,1987,Y,,Electric,1674,1874,1774,1624,Actual,1724,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,237,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,437000,107
339,19,0.5,7800,NO POOL,8,Subdivision 3,TX2,1338 Main St,City8,ZIP2-38,ZIP3-38,ROOFTOP,CO338,Single Family,Residential,1988,Y,Central,Electric,1676,1876,1776,1626,Actual,1726,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,238,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,438000,108
340,20,0.55,7900,POOL,9,Subdivision 4,TX0,1339 Main St,City9,ZIP2-39,ZIP3-39,ROOFTOP,CO339,Condo,Residential,1989,Y,,Gas,1678,1878,1778,1628,Actual,1728,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,239,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,439000,109
341,1,0.1,8000,NO POOL,0,Subdivision 0,TX1,1340 Main St,City0,ZIP2-40,ZIP3-40,ROOFTOP,CO340,Single Family,Residential,1990,N,Central,Electric,1680,1880,1780,1630,Actual,1730,3,2.5,0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,240,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,440000,110
342,2,0.15,8100,POOL,1,Subdivision 1,TX2,1341 Main St,City1,ZIP2-41,ZIP3-41,ROOFTOP,CO341,Condo,Residential,1991,Y,,Electric,1682,1882,1782,1632,Actual,1732,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,241,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,441000,111
343,3,0.2,8200,NO POOL,2,Subdivision 2,TX0,1342 Main St,City2,ZIP2-42,ZIP3-42,ROOFTOP,CO342,Single Family,Residential,1992,Y,Central,Gas,1684,1884,1784,1634,Actual,1734,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,242,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,442000,112
344,4,0.25,8300,POOL,3,Subdivision 3,TX1,1343 Main St,City3,ZIP2-43,ZIP3-43,ROOFTOP,CO343,Condo,Residential,1993,Y,,Electric,1686,1886,1786,1636,Actual,1736,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,243,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,443000,113
345,5,0.3,8400,NO POOL,4,Subdivision 4,TX2,1344 Main St,City4,ZIP2-44,ZIP3-44,ROOFTOP,CO344,Single Family,Residential,1994,Y,Central,Electric,1688,1888,1788,1638,Actual,1738,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,244,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,444000,114
346,6,0.35,8500,POOL,5,Subdivision 0,TX0,1345 Main St,City5,ZIP2-45,ZIP3-45,ROOFTOP,CO345,Condo,Residential,1995,Y,,Gas,1690,1890,1790,1640,Actual,1740,2,3.0,500,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,245,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,445000,115
347,7,0.4,8600,NO POOL,6,Subdivision 1,TX1,1346 Main St,City6,ZIP2-46,ZIP3-46,ROOFTOP,CO346,Single Family,Residential,1996,Y,Central,Electric,1692,1892,1792,1642,Actual,1742,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,246,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,446000,116
348,8,0.45,8700,POOL,7,Subdivision 2,TX2,1347 Main St,City7,ZIP2-47,ZIP3-47,ROOFTOP,CO347,Condo,Residential,1997,Y,,Electric,1694,1894,1794,1644,Actual,1744,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,247,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,447000,117
349,9,0.5,8800,NO POOL,8,Subdivision 3,TX0,1348 Main St,City8,ZIP2-48,ZIP3-48,ROOFTOP,CO348,Single Family,Residential,1998,Y,Central,Gas,1696,1896,1796,1646,Actual,1746,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,248,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,448000,118
350,10,0.55,8900,POOL,9,Subdivision 4,TX1,1349 Main St,City9,ZIP2-49,ZIP3-49,ROOFTOP,CO349,Condo,Residential,1999,Y,,Electric,1698,1898,1798,1648,Actual,1748,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,249,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,449000,119
351,11,0.1,4000,NO POOL,0,Subdivision 0,TX2,1350 Main St,City0,ZIP2-50,ZIP3-0,ROOFTOP,CO350,Single Family,Residential,2000,N,Central,Electric,1700,1900,1800,1650,Actual,1750,4,2.5,500,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,250,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,450000,120
352,12,0.15,4100,POOL,1,Subdivision 1,TX0,1351 Main St,City1,ZIP2-51,ZIP3-1,ROOFTOP,CO351,Condo,Residential,2001,Y,,Gas,1702,1902,1802,1652,Actual,1752,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,251,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,451000,121
